text	id	sentiment	annotator	annotation_id	created_at	updated_at	lead_time
@miy4ke Halo pengoleksi batu apakah kamu tertarik dengan batu akik	66735	Neutral	27	2056	2022-01-28T03:59:50.403916Z	2022-01-28T03:59:50.403931Z	7.368
160/365 Tubuh nya terpecah belah Kaku seperti batu Mulut nya membisu Tebungkam sebuah pilu Jiwa nya melayang Raga https://t.co/7zfIzzhI3G	66734	Positive	29	1815	2022-01-24T13:33:38.424443Z	2022-01-24T13:33:38.424453Z	5.907
@agusedangbosan meluncur	66733	Neutral	29	1814	2022-01-24T13:33:32.196026Z	2022-01-24T13:33:32.196037Z	3.811
@dyradyre @arashazzazi sakit tak kalau dh kena bacteria? nak tau apa rasa kalau dh kena bacteria	66732	Positive	29	1813	2022-01-24T13:33:28.038646Z	2022-01-24T13:33:28.038656Z	2.627
Ini antara mesej yang kami terima daripada mahasiswa di UUM. Kisah ringkas mahasiswa yang hadapi kesempitan kewanga https://t.co/rUO8h6vjQd	66731	Positive	29	1812	2022-01-24T13:33:25.111710Z	2022-01-24T13:33:25.111720Z	5.888
Wtf? Takutnya dgn polis muda la ni......	66730	Negative	29	1811	2022-01-24T13:33:18.870227Z	2022-01-24T13:33:18.870238Z	4.146
I miss negeri sembilan vibes nak balik kg sb	66729	Neutral	29	1810	2022-01-24T13:33:14.373205Z	2022-01-24T13:33:14.373216Z	7.272
So @SanusiMNor jadi saman @MahfuzOmar ke tidak ni? https://t.co/C0cyglJLPb	66728	Negative	29	1809	2022-01-24T13:33:06.772183Z	2022-01-24T13:33:06.772194Z	5.032
sangat setuju dengan komen2 tu...	66727	Positive	29	1786	2022-01-23T13:49:47.496250Z	2022-01-23T13:49:47.496262Z	1.662
@DhyIbrahim SIAPA!!	66725	Negative	29	1784	2022-01-23T13:49:42.084650Z	2022-01-23T13:49:42.084662Z	2.122
"Mempersembahkan, ""Kerajaan DAP Penang"" https://t.co/Gb4yDXF5SR"	66724	Neutral	29	1783	2022-01-23T13:49:39.577714Z	2022-01-23T13:49:39.577733Z	4.312
Ingat lagi tak tweet aku tentang jualan mak aku? Alhamdullilah dapat sambutan daripada kawan kawan twitter. Thank you semuanya! Masih boleh lagi nak order untuk esok. SUNGAI PETANI memang digalakkan! Yang jauh nak minta aku sedekahkan pun boleh no problem. Nak minta RT boleh? https://t.co/XDCXLFEEPD	66723	Positive	29	1782	2022-01-23T13:49:34.906330Z	2022-01-23T13:49:34.906342Z	3.438
Amasyada sabah bereketi #KadnlarlaBykTrkiyeYolunda https://t.co/rZTbnmdqE3	66722	Neutral	27	2055	2022-01-28T03:59:42.608635Z	2022-01-28T03:59:42.608651Z	1.77
Terkejut rendang kerbau	66721	Neutral	29	1780	2022-01-23T13:49:29.318501Z	2022-01-23T13:49:29.318513Z	3.496
Untuk bini mahal pun takpe. Tapi untuk dia.. Yang mur mur je dia ambik. Baju keje pun tshirt berapa inggit je haa https://t.co/xur7mBBxq6	66720	Positive	29	1779	2022-01-23T13:49:25.452642Z	2022-01-23T13:49:25.452656Z	5.941
Hari ini kami menerima beberapa kes yang perlu diselesaikan segera &amp; mereka semua berada di luar Selangor &amp; KL serta bukan di kawasan yang ada team kami. Terima kasih kepada runner yang sudi bantu agihkan #WeListenPack. Semoga bantuan kecil ini dapat meringankan beban mereka https://t.co/ngPB2wYpsd	66719	Neutral	29	1778	2022-01-23T13:49:19.117916Z	2022-01-23T13:49:19.117930Z	4.403
60minit terpaling kejiranan #sihatpkp @bagiruanghq @twtjogging RSC Foxrunner 34.97km/50km https://t.co/qXQTutLxPL	66718	Neutral	27	2054	2022-01-28T03:59:40.426341Z	2022-01-28T03:59:40.426357Z	8.36
@AfiqThaqif Jeng palo	66717	Negative	29	1776	2022-01-23T13:49:12.620821Z	2022-01-23T13:49:12.620834Z	2.357
@HilmiHamir @cazzrah @syefrilhzm Marilaaa malam ni pastu conjuring	66716	Neutral	29	1775	2022-01-23T13:49:09.872654Z	2022-01-23T13:49:09.872673Z	3.12
Selamat berakhir pekan, #RakanModa. Tetap patuhi prokes di mana pun anda berada	66715	Negative	29	1774	2022-01-23T13:49:06.367556Z	2022-01-23T13:49:06.367575Z	3.818
Ahli Parlimen Permatang Pauh, YB Nurul Izzah menggesa kedua-dua kerajaan negeri &amp; pusat untuk membatalkan Projek Tambakan Laut Selatan P. Pinang Nyatakan projek ini lebih tertumpu kepada penjualan nilai hartanah spekulatif &amp; meminggirkan kepentingan alam sekitar https://t.co/Dj7jh4VXLN	66714	Neutral	29	1773	2022-01-23T13:49:02.144492Z	2022-01-23T13:49:02.144506Z	1.919
Thailand punya 2nd day sampai separuh juta dos, guys. Hmmm.	66713	Positive	29	1772	2022-01-23T13:48:59.869850Z	2022-01-23T13:48:59.869863Z	2.297
@beruangsepet Cumburu abe beruang ni sho kiyut	66712	Neutral	29	1771	2022-01-23T13:48:57.203958Z	2022-01-23T13:48:57.203971Z	5.807
#HEBAHAN Ikuti pengumuman Pakej #KitaSelangor 2.0 oleh Dato Menteri Besar, Dato Seri @AmirudinShari secara langs https://t.co/jLuvsiflIx	66711	Neutral	29	1770	2022-01-23T13:48:51.037661Z	2022-01-23T13:48:51.037668Z	2.741
"""Mengapa perlu saya cemburu dengan Selangor? Saya ada 4 stadium, awak tiada satu pun."" - TMJ @HRHJohorII @selangorfc @OfficialJohor @Selangorfans2 https://t.co/PBrqqjccdL"	66710	Neutral	29	1769	2022-01-23T13:48:47.959200Z	2022-01-23T13:48:47.959208Z	5.547
@SinarOnline Beng lah wak penting ke diri sendiri. Bukan boleh kaya pun. Buleh mati, boleh lah. Ke nak kabo guane lagi sek-sek ning?	66709	Negative	27	2053	2022-01-28T03:59:31.704861Z	2022-01-28T03:59:31.704880Z	7.71
@iamnotaizat @AmirAziziRahman mcm familiar gambar kambing	66708	Neutral	27	2052	2022-01-28T03:59:23.594152Z	2022-01-28T03:59:23.594168Z	13.404
Hahahahahaahahahshah dulu pasal intern 30 hari bincang	66707	Negative	27	2051	2022-01-28T03:59:09.817186Z	2022-01-28T03:59:09.817200Z	9.855
@tokrevfess aduh anak lanang	66706	Negative	27	2050	2022-01-28T03:58:59.587531Z	2022-01-28T03:58:59.587548Z	82.151
@MarcoNegeri Simpan buat main liga penalti lah	66705	Negative	27	2049	2022-01-28T03:57:36.973815Z	2022-01-28T03:57:36.973836Z	7.59
@acel1909 K baru tgk video tuh	66704	Neutral	29	1763	2022-01-23T13:48:28.721942Z	2022-01-23T13:48:28.721955Z	2.55
@ininauraa_ @ynxrhm Udahh raa, batu like rt pinku jg yaa tysm	66703	Neutral	27	2048	2022-01-28T03:57:29.002634Z	2022-01-28T03:57:29.002652Z	1.762
Tapak Tngn gatal semacam ada yang nk hulur duit ke cmne ni	66702	Positive	29	1761	2022-01-23T13:48:23.736849Z	2022-01-23T13:48:23.736869Z	2.008
@Gilang_Mahesa Klo sebenarnya usul agar tema khotbah itu tiap 2 pekan sekali atau sebulan sekali adalah sosialisasi https://t.co/Ea20dAIOcM	66701	Neutral	29	1760	2022-01-23T13:48:21.355812Z	2022-01-23T13:48:21.355830Z	4.024
@mysrhzamri Yeeeeeee. Sakit hati pulak tgk part tu haha	66700	Negative	29	1759	2022-01-23T13:48:16.889485Z	2022-01-23T13:48:16.889500Z	1.893
Bukan saya tak nak lembut, masalahnya sy yg kene galas tanggungjawab bersama demi kelangsungan hidup zaman sekarang https://t.co/v2MUqTfLCY	66699	Negative	27	2047	2022-01-28T03:57:26.857968Z	2022-01-28T03:57:26.857980Z	2.466
Pelaku menggunakan sarana internet untuk melakukan perjudian. Seperti yang terjadi di Semarang, Desember 2006 silam https://t.co/SOppfcN2z5	66698	Neutral	27	2046	2022-01-28T03:57:24.011338Z	2022-01-28T03:57:24.011353Z	4.277
@_MHNA_ Kah kah. 3 hari ni teman dia depan tv je la. Ada sekali tu tengah dinner dia dah tidur. Otak tanpa sedar https://t.co/3qu8TnH8hV	66697	Positive	27	2045	2022-01-28T03:57:19.349528Z	2022-01-28T03:57:19.349543Z	4.957
@L_MarshaJKT48 kami siapa kamu seperti jeli	66696	Negative	29	1755	2022-01-23T13:48:07.441800Z	2022-01-23T13:48:07.441815Z	3.099
alhamdulillah!! https://t.co/9SZuhmw18O	66695	Positive	29	1754	2022-01-23T13:48:03.961229Z	2022-01-23T13:48:03.961244Z	1.444
@born2_ride_rbl @iwanqais Ermmm feri ni dibawah kerajaan negeri under kerajaan DAP.. Dah lama dah penang under DAP..	66694	Neutral	27	2044	2022-01-28T03:57:13.998091Z	2022-01-28T03:57:13.998107Z	5.078
Dah halunya, nak lanang ngechat	66693	Negative	17	2584	2022-02-07T07:21:06.928084Z	2022-02-07T07:21:06.928098Z	5.568
"I cried teruk gila semalam dekat husband, bila orang dh mula tanya. ""Tak lekat lagi ka?"" ""Laa, ingatkan mengandung https://t.co/w12xoXwUzk"	66692	Positive	29	1751	2022-01-23T13:47:58.899576Z	2022-01-23T13:47:58.899588Z	4.493
@YYNDLOSOR bungan bunga bermekarann, aaa baling baling bintangff	66691	Neutral	27	2042	2022-01-28T03:57:04.537905Z	2022-01-28T03:57:04.537919Z	4.667
setiap pekerjaan ada kesinambungannya	66690	Positive	29	1749	2022-01-23T13:47:51.970044Z	2022-01-23T13:47:51.970056Z	2.344
1927 - 1950an - Khidmat kereta lembu digunakan oleh JPSM utk membawa anak pokok &amp; peralatan menanam bagi penanaman pokok di HS Bkt Lagong (Sekarang FRIM) &amp; HS Kanching Rawang. Kereta Lembu mula diperkenalkan sewaktu zaman Kesultanan Melayu Melaka abad ke-15 oleh saudagar2 India. https://t.co/oLJMvFqMqd	66689	Positive	29	1748	2022-01-23T13:47:49.230790Z	2022-01-23T13:47:49.230804Z	1.703
WOW! Beras Jasmine Super 5 Special (400g) Percuma untuk pembaca Berita Harian. Dapatkan eksklusif di 7-Eleven seluruh Shah Alam bermula 7 Jun 2021 sehingga 11 Jun 2021. #BerasPercumaBersamaBeritaHarian #NSTP #7Eleven #SalamRamadan #BeritaHarian #StayAtHome #DudukRumah https://t.co/nzbBpGnEmo	66688	Positive	27	2041	2022-01-28T03:56:59.491676Z	2022-01-28T03:56:59.491690Z	1.886
@jungwonriki itu yg ikut gatau deh, yg pasti masih asia tenggara, soalnya mukak2nya beneran kek org indo, tp pas ud https://t.co/In8PYxRZl1	66686	Neutral	27	2039	2022-01-28T03:56:47.487956Z	2022-01-28T03:56:47.487969Z	6.642
@amofficialmy Well maybe dia ada share dgn showroom d Penang....sebab 2 dia pergi sana....duit berkepuk2 x habis...c his level.....	66685	Positive	29	1744	2022-01-23T13:47:40.297805Z	2022-01-23T13:47:40.297817Z	3.495
Sabah! Sawarak! Negeri sembilan!	66684	Neutral	29	1743	2022-01-23T13:47:36.363057Z	2022-01-23T13:47:36.363069Z	5.036
jangan sedih sedih okies /	66683	Positive	29	1742	2022-01-23T13:47:30.923300Z	2022-01-23T13:47:30.923314Z	2.47
Isteri YB ADUN Gaal, Puan Yusmawati Binti Yusoff bersama isteri Penghulu Mukim Batu Berendam dan Pengerusi Balaisah Gong Genor serta Muslimat Batu Berendam menyampaikan bungkusan pek bantuan PKP kepada warga asnaf dan wakil di Mukim Batu Berendam. #SKC #N32 #GaalPrihatin https://t.co/l6YoV4rKnj	66682	Neutral	29	1741	2022-01-23T13:47:28.058807Z	2022-01-23T13:47:28.058826Z	3.017
@JKJAVMY PPV Dewan Serbaguna Jalan Genuang Segamat, penerima dose pertama sabar beratur di bawah cahaya matahari https://t.co/GzKjJ5LJzR	66681	Positive	29	1740	2022-01-23T13:47:24.665439Z	2022-01-23T13:47:24.665453Z	1.799
Halus dia punya racun #morphingkarambit https://t.co/aSxCt6Diio	66679	Negative	29	1738	2022-01-23T13:47:20.833812Z	2022-01-23T13:47:20.833824Z	2.888
Lagu ini masih menempati posisi #1 di chart peppermnd Playlist pekan ini. To the point dimana kalau ada lagu ini d https://t.co/0HCkYDtXuZ	66678	Neutral	29	1737	2022-01-23T13:47:17.584585Z	2022-01-23T13:47:17.584598Z	2.575
Yes!!! Betul sgtgirls out there, takyah nk jd ala2 bodoh sbb nk jodoh. Just be yourself. Lelaki sejati mencari wan https://t.co/XBgK9pGSjM	66677	Positive	29	1736	2022-01-23T13:47:14.633944Z	2022-01-23T13:47:14.633955Z	4.867
@SaifulEnver saya ok je awak	66676	Positive	29	1735	2022-01-23T13:47:09.372853Z	2022-01-23T13:47:09.372870Z	1.909
Bila terengganu nak dapat vaccine ni ya?	66675	Positive	29	1734	2022-01-23T13:47:07.065989Z	2022-01-23T13:47:07.066000Z	2.09
Tolongggg. Budak2 ni sembang. X igt dunia. Aku nk angkat bontot pun cerita x habis lg.	66674	Positive	29	1733	2022-01-23T13:47:04.574062Z	2022-01-23T13:47:04.574079Z	3.644
Astaghfirullah. Busy sampai lupa potong kuku	66673	Positive	29	1732	2022-01-23T13:47:00.554830Z	2022-01-23T13:47:00.554843Z	3.084
Lain macam perasaan dok msg dengan pengetua UKM ni Macam tanya report kad anak.	66672	Positive	29	1731	2022-01-23T13:46:57.079381Z	2022-01-23T13:46:57.079391Z	7.815
@iwanqais Siapa yg tak pernah naik Feri Penang, ini pengalaman yg sempat kami record tahun lepas (bersama @FaizKamaaa) https://t.co/7H0eRZJXPd	66671	Neutral	27	2037	2022-01-28T03:56:37.855009Z	2022-01-28T03:56:37.855026Z	2.62
@Petronas @MOTMalaysia @lautMY @JKJAVMY @Khairykj mcm mana vaksinasi utk pekerja sektor perkapalan,pelabuhan,pelant https://t.co/OBYpKliHLl	66670	Neutral	27	2036	2022-01-28T03:56:34.861404Z	2022-01-28T03:56:34.861416Z	1.996
Yela kita dah takde ibu	66668	Negative	29	1727	2022-01-23T13:46:38.550744Z	2022-01-23T13:46:38.550752Z	3.839
@syzsq Kt johor tkde	66667	Negative	29	1726	2022-01-23T13:46:34.358963Z	2022-01-23T13:46:34.358972Z	3.411
Dapat goodie tak macam di Simpang Renggam di hati? @maszlee	66666	Positive	29	1725	2022-01-23T13:46:30.518179Z	2022-01-23T13:46:30.518196Z	2.041
@ShopeeID Bismillah..Mudah-mudahan dapat... Shopee 6.6 pakai #BelanjaDiShopee66 #GiveawayAsikShopee https://t.co/pMKFKHECDv	66665	Positive	27	2035	2022-01-28T03:56:32.516255Z	2022-01-28T03:56:32.516268Z	2.033
Lokasi krja bakti weekend kemarin. Nih aslinya perkotaan atau anggaplah pinggiran kota krn terletak d pinggir ibu k https://t.co/WtWwCwof87	66664	Neutral	27	2034	2022-01-28T03:56:30.121895Z	2022-01-28T03:56:30.121912Z	11.087
Epik si nih kapan lagi nampar presiden	66663	Positive	29	1722	2022-01-23T13:46:25.355296Z	2022-01-23T13:46:25.355308Z	1.792
@Nazrulhaique Ehhh aku ingat Mustafa Ali... Sekali Mustafa Centre. Ade staff discount? Nak bli cream rambut untuk my uncle mullet	66662	Positive	29	1721	2022-01-23T13:46:23.181629Z	2022-01-23T13:46:23.181647Z	3.843
kelantan	66661	Negative	29	1720	2022-01-23T13:46:18.944402Z	2022-01-23T13:46:18.944415Z	1.885
8 JUN 2021 Sumber: Jabatan Kesihatan Negeri Kedah Kes covid-19 sehingga 7 Jun 2021@12.00tgh #kitajagakita #kitamestimenang #prayforkedah #StayHome #bantukedahmenang https://t.co/WlcYenAmLJ	66660	Neutral	27	2033	2022-01-28T03:56:18.672056Z	2022-01-28T03:56:18.672068Z	2.058
Wakil Bupati Tinjau pelayanan Gebyar Vaksin di Kecamatan Raya... https://t.co/zWgGIXH25j	66659	Neutral	27	2032	2022-01-28T03:56:16.241517Z	2022-01-28T03:56:16.241531Z	1.46
Euuww!!	66658	Negative	29	1717	2022-01-23T13:46:13.718685Z	2022-01-23T13:46:13.718702Z	1.846
Make sure malaysia cukup vaccine utk warga malaysia .ameen	66657	Positive	29	1716	2022-01-23T13:46:11.460196Z	2022-01-23T13:46:11.460229Z	2.233
Hahahhahahaha Perasaan yg gw block banyak ternyata cuma 14... https://t.co/3hfz2hBGxq	66656	Negative	27	2031	2022-01-28T03:56:14.378938Z	2022-01-28T03:56:14.378958Z	5.129
Kesejahteraan akan timbul dari segala lini di papua dibawah kepemimpinan pemerintah saat ini. Semangat Indonesia https://t.co/k0paSAREzk	66655	Positive	29	1714	2022-01-23T13:46:06.112811Z	2022-01-23T13:46:06.112826Z	2.899
OPS LANDAI 2.0 RELA Tarikh : 06 Jun 2021 Tempat : Sekitar Daerah Pontian #SetiaBerbakti #KitaJagaKita #PatuhiSOP https://t.co/1wU5HqOONJ	66654	Neutral	27	2030	2022-01-28T03:56:08.876761Z	2022-01-28T03:56:08.876774Z	1.578
Just posted a photo @ Bemban, Melaka, Malaysia https://t.co/9JGZVQISPm	66653	Neutral	27	2029	2022-01-28T03:56:06.883681Z	2022-01-28T03:56:06.883699Z	1.421
Rilek lah	66652	Positive	29	1711	2022-01-23T13:45:05.773440Z	2022-01-23T13:45:05.773464Z	5.229
tidur lambat tp bangun awal	66651	Positive	29	1710	2022-01-23T13:45:00.162068Z	2022-01-23T13:45:00.162081Z	1.948
@qifailins @SaifuddinShafi Sedikit sumbangan daripada saya. Jika cik tinggal di Selangor, emel saya untuk bantuan yang lebih tersusun. azri@mbiselangor.com.my https://t.co/66t17SSB95	66650	Positive	29	1709	2022-01-23T13:44:57.855072Z	2022-01-23T13:44:57.855086Z	3.951
@SRYUJINtro Kenyal apa dulu nih kalo jeli mah hancur. Mending jadi karet	66649	Negative	27	2028	2022-01-28T03:56:05.082030Z	2022-01-28T03:56:05.082043Z	3.761
Geng2 Umno pun dah mula bash PN. Ni Neflix ka TGV ni? Harap geng ph tak terjebat dengan lakonan drama pukul 7 ni. Y https://t.co/Gi0XqLnpfv	66648	Negative	27	2027	2022-01-28T03:56:00.948475Z	2022-01-28T03:56:00.948488Z	2.007
@zafirxhzainxl_ sebenarny tkde rasa kurma pun kan. tekak aku rasa gula merah/melaka.	66647	Positive	29	1706	2022-01-23T13:44:48.901720Z	2022-01-23T13:44:48.901733Z	2.746
@scctttxh Ngaaa gitu	66646	Neutral	27	2026	2022-01-28T03:55:58.568600Z	2022-01-28T03:55:58.568619Z	1.229
Siapa jual tauhu bergedil area shah alam atau setia alam atau klang? Aku nak esok. Datang goreng kat rumah aku sebab aku malas nak goreng dan nak makan panas panas. Ada dapur kat depan rumah aku. Dah siap goreng kau panggil je aku. Hahahaha please!	66645	Positive	29	1704	2022-01-23T13:44:43.768341Z	2022-01-23T13:44:43.768356Z	4.103
Perlis ada 8 org, 4 org dh kena covid tiggal lgi 4 org je la..	66644	Positive	29	1703	2022-01-23T13:44:39.278098Z	2022-01-23T13:44:39.278105Z	2.631
Melalui salah satu distributor kini Gula Puteri Satu Tujuh (PS7), Gula Konsumsi Harian yg Manisnya 7 Kali Gula Pasir biasa, rendah kalori namun tak mengubah rasa, telah Hadir di Gerai Lotte Mart. https://t.co/YlT6YnOVA1	66643	Positive	29	1702	2022-01-23T13:44:36.283726Z	2022-01-23T13:44:36.283741Z	2.437
Tawau patut buat uniqlo	66642	Positive	29	1701	2022-01-23T13:44:33.473929Z	2022-01-23T13:44:33.473943Z	1.809
Benda penting nak buat esok. Check result SPM	66641	Positive	29	1700	2022-01-23T13:44:31.202219Z	2022-01-23T13:44:31.202237Z	2.627
@isyauy huhu sama la, kena minum air vit. C	66640	Neutral	27	2025	2022-01-28T03:55:56.424458Z	2022-01-28T03:55:56.424479Z	2.222
@edopotter Hmm nek lanang angel jg untuk 2 opsi terakhir	66639	Neutral	27	2024	2022-01-28T03:55:53.588702Z	2022-01-28T03:55:53.588716Z	3.666
let's say one day kelak ada org kelaka burok pasal aku ada sik kawan aku yg akan back up aku oh? just wonder	66638	Negative	27	2023	2022-01-28T03:55:49.523673Z	2022-01-28T03:55:49.523693Z	4.553
Otak-otak taiii yang berpikiran kayak gini, gali lagi otak lu biar nggak dangkal	66637	Negative	27	2022	2022-01-28T03:55:44.602454Z	2022-01-28T03:55:44.602468Z	2.591
@jengkyyyy Apooo. Biaso je tuu weyhh	66636	Positive	29	1695	2022-01-23T13:44:19.980680Z	2022-01-23T13:44:19.980692Z	2.151
Tim Indonesialeaks mendapatkan cerita Ketua KPK Firli Bahuri diduga memaksakan TWK sebagai syarat alih status pegawai KPK menjadi ASN. Alasannya, dia menyebut banyak Taliban di KPK. Bagaimana ceritanya? https://t.co/9pqugt2w9c https://t.co/OyLT9JNone	66635	Negative	27	2021	2022-01-28T03:55:41.623806Z	2022-01-28T03:55:41.623821Z	3.577
Local Content Hub on Communication and Media Studies Untuk maklumat lanjut, boleh klik di pautan : https://t.co/vUePCzYGo3	66634	Neutral	27	2020	2022-01-28T03:55:37.673675Z	2022-01-28T03:55:37.673690Z	2.102
Satu tumbukan ke udara!! Alhamdulillah.	66633	Positive	29	1692	2022-01-23T13:44:13.558269Z	2022-01-23T13:44:13.558293Z	1.561
Sik slamat aku dgn nya tok mun nya dereb keta	66632	Positive	27	2019	2022-01-28T03:55:35.182064Z	2022-01-28T03:55:35.182083Z	2.491
pingin ke bromo, pingin ke bukit bintang, pingin sm kamu juga	66631	Positive	27	2018	2022-01-28T03:55:32.308142Z	2022-01-28T03:55:32.308158Z	2.75
"Ngomong depn cermin: ""telalu larut dalam masalah padahal sebenernya kamu tuh bisaaaaaa kenapa sihh harus takut"""	66630	Positive	27	2017	2022-01-28T03:55:29.106819Z	2022-01-28T03:55:29.106835Z	5.322
Baik kelab mahu pun negara,pasukan kegemaran aku masih tak perform dalam 5-10 tahun ni. Terus menyokong jaa	66629	Positive	29	1688	2022-01-23T13:44:03.270473Z	2022-01-23T13:44:03.270482Z	1.805
Yes, kagum tgk parenting skill mak mak lain.. tp sbgai mak aku bangga je dgn anak anak aku. Enjoy every moment dgn https://t.co/HXgdM96gXW	66628	Positive	29	1687	2022-01-23T13:44:01.129805Z	2022-01-23T13:44:01.129826Z	1.663
Aku respect syed saddiq utk apa yg dia buat utk rakyat muar. Tapi keputusan utk terminate LTK sumpah keputusan bodoh.	66627	Positive	29	1686	2022-01-23T13:43:59.086377Z	2022-01-23T13:43:59.086389Z	33.125
Oh. Ada lagu The Toys pulak dalam Con Heartist ni.	66626	Positive	29	1685	2022-01-23T13:43:25.496232Z	2022-01-23T13:43:25.496244Z	2.063
Di sini g ada Mcd... Hahaha... BTS pun g ada... Adanya CTS....	66625	Positive	29	1684	2022-01-23T13:43:23.084256Z	2022-01-23T13:43:23.084272Z	4.401
Tmbh lg https://t.co/kxG1ydZr01	66624	Positive	29	1683	2022-01-23T13:43:18.276098Z	2022-01-23T13:43:18.276114Z	2.703
Tak malu, menipu Umur dah umur keldai	66623	Negative	29	1682	2022-01-23T13:43:15.160812Z	2022-01-23T13:43:15.160825Z	4.292
Kukira takdir ternyata cuman sebatas hadir	66622		29	1681	2022-01-23T13:43:10.453122Z	2022-01-23T13:43:10.453138Z	0.891
@fedtriyahya Terengganu	66621	Positive	29	1680	2022-01-23T13:43:09.139615Z	2022-01-23T13:43:09.139625Z	2.504
Panas betul ye harini sampai berpeluh2 even tk bt pape pun .	66620	Positive	29	1679	2022-01-23T13:43:06.221850Z	2022-01-23T13:43:06.221859Z	4.562
@kramazamli Nok gi sabah dulu ram, semporna ejah la	66619	Neutral	27	2016	2022-01-28T03:55:23.411982Z	2022-01-28T03:55:23.411995Z	2.201
Nafas. Ok kejap aku rasa aku dah faham pasal nafas. Sebab mmg aku akan fail bab nafas masa dah masuk alam tu. .	66618	Positive	29	1677	2022-01-23T13:42:59.296192Z	2022-01-23T13:42:59.296204Z	2.501
Orang cakap cam sedih gila tapi cam for me yg dah banyak tengok cerita sedih org mati semua I think I ada tengok ce https://t.co/n1NX4zxe8F	66617	Positive	29	1676	2022-01-23T13:42:56.394915Z	2022-01-23T13:42:56.394924Z	3.019
@ienhisham Jom kita gemok dan buruk sama2 wak https://t.co/d3yuBzqM7o	66616	Positive	29	1675	2022-01-23T13:42:52.951598Z	2022-01-23T13:42:52.951612Z	10.213
Nk g Melaka sbb nk blk kampung https://t.co/oOugCMOfyL	66615	Positive	29	1674	2022-01-23T13:42:42.326489Z	2022-01-23T13:42:42.326500Z	25.367
MB kedah tu mmg level rempit rupanya	66614	Positive	29	1673	2022-01-23T13:42:16.548550Z	2022-01-23T13:42:16.548564Z	2.421
Ketua Polis Daerah Kota Kinabalu, Asisten Komisioner Mohd Zaidi Abdullah, berkata ketika serbuan dijalankan, semua https://t.co/EpFK4wwFxT	66613	Positive	29	1672	2022-01-23T13:42:13.768599Z	2022-01-23T13:42:13.768612Z	3.295
@eizlansyahhh kedah	66612	Positive	29	1671	2022-01-23T13:42:10.102564Z	2022-01-23T13:42:10.102590Z	1.763
@Hadzihi_Poppy @itqonharahap @MagentaHyacinth Ngomong apa sik kak pop? Ga keliatan	66611	Neutral	27	2015	2022-01-28T03:55:20.837997Z	2022-01-28T03:55:20.838010Z	4.586
@sifutersipu Yes bro. Beli balik kenangan zaman lampau.	66609	Positive	29	1668	2022-01-23T13:42:02.668725Z	2022-01-23T13:42:02.668738Z	4.11
@nuzul__ Yee. Hang anak tanggang. Lama tak balik pahang	66608	Positive	29	1667	2022-01-23T13:41:58.139444Z	2022-01-23T13:41:58.139457Z	3.072
@fordlynxrs @JKJAVMY Kat sini Bro.. https://t.co/BrGiTEwRvE	66607	Neutral	29	1666	2022-01-23T13:41:54.664497Z	2022-01-23T13:41:54.664506Z	3.91
Jabatan Keselamatan dan Kesihatan Pekerjaan (JKKP) Perak menyita tapak pembinaan kilang pembuatan sarung tangan di https://t.co/GgZsLlSXWj	66606	Positive	29	1665	2022-01-23T13:41:50.317242Z	2022-01-23T13:41:50.317253Z	2.856
Kemasukan SEGERA!!! i-Soho shah alam BILIK SEWA SHAH ALAM - RM560 monthly bilik non sharing - Deposit 1 + 1, boleh bayar ansuran - Tidak dibenarkan membawa masuk lelaki - Fully furnished - Pembersih / kemas ONLY FOR GIRLS Contact:01111336814 (Izzatie) https://t.co/JRjKMGL4EG	66605	Positive	29	1664	2022-01-23T13:41:47.013379Z	2022-01-23T13:41:47.013392Z	6.993
Tak masuk akal delivery charge dia ye.. hantar pakai private jet kot.. padahal dekat Selangor je pun https://t.co/qIeuygp4U5	66604	Positive	29	1663	2022-01-23T13:41:39.640790Z	2022-01-23T13:41:39.640811Z	2.994
@agusedangbosan dasar kamu hater ya?	66603	Negative	29	1662	2022-01-23T13:41:36.257297Z	2022-01-23T13:41:36.257309Z	2.755
ikutkan hati nak spin Kof and so on. but ada benda lg penting. pengorbanan itu penting.	66602	Neutral	29	1661	2022-01-23T13:41:33.127745Z	2022-01-23T13:41:33.127755Z	3.195
@teamkulitayam Sama itu biasa berbeda baru luar biasa;(	66601	Negative	29	1660	2022-01-23T13:41:29.543672Z	2022-01-23T13:41:29.543687Z	4.798
Sultan Selangor terkejut negeri dapat dos vaksin tak seimbang https://t.co/jqhD43iILq	66600	Positive	29	1659	2022-01-23T13:41:24.374589Z	2022-01-23T13:41:24.374601Z	4.647
Ini contoh beragama dengan ilmu, bukan semata semangat. Jangan sekadar ada semangat tapi tanpa ilmu. Contohi para mufti kita seperti SS Dato' Shukri hafizahullah. Boleh dengar kuliah beliau tentang fiqh covid, beliau jawab tuntas. https://t.co/0wt392zSW1	66599	Positive	29	1658	2022-01-23T13:41:19.381211Z	2022-01-23T13:41:19.381227Z	2.421
Mcm mana eh? Ya betul syarikat saya mencuci sofa karpet tilam kusyen kereta etc, but since covid hit Malaysia, kteo https://t.co/6E59LcDoJk	66598	Positive	29	1657	2022-01-23T13:41:16.580734Z	2022-01-23T13:41:16.580757Z	16.015
Apel pagi personil sat lantas polres serdang bedagai https://t.co/6TAa1wojeE	66596	Negative	29	1655	2022-01-23T13:40:47.579513Z	2022-01-23T13:40:47.579533Z	3.886
